"Code postal","Localité","Sous-commune","Commune Principale","Province"
3700,"Tongeren","Non","Tongeren","Limbourg"
3700,"'s Herenelderen","Oui","Tongeren","Limbourg"
3700,"Berg","Oui","Tongeren","Limbourg"
3700,"Diets-Heur","Oui","Tongeren","Limbourg"
3700,"Haren","Oui","Tongeren","Limbourg"
3700,"Henis","Oui","Tongeren","Limbourg"
3700,"Kolmont","Oui","Tongeren","Limbourg"
3700,"Koninksem","Oui","Tongeren","Limbourg"
3700,"Lauw","Oui","Tongeren","Limbourg"
3700,"Mal","Oui","Tongeren","Limbourg"
3700,"Neerrepen","Oui","Tongeren","Limbourg"
3700,"Nerem","Oui","Tongeren","Limbourg"
3700,"Overrepen","Oui","Tongeren","Limbourg"
3700,"Piringen","Oui","Tongeren","Limbourg"
3700,"Riksingen","Oui","Tongeren","Limbourg"
3700,"Rutten","Oui","Tongeren","Limbourg"
3700,"Sluizen","Oui","Tongeren","Limbourg"
3700,"Vreren","Oui","Tongeren","Limbourg"
3700,"Widooie","Oui","Tongeren","Limbourg"
8820,"Torhout","Non","Torhout","Flandre Occidentale"
7500,"Tournai","Non","Tournai","Hainaut"
7500,"Ere","Oui","Tournai","Hainaut"
7500,"Saint-Maur","Oui","Tournai","Hainaut"
7501,"Orcq","Oui","Tournai","Hainaut"
7502,"Esplechin","Oui","Tournai","Hainaut"
7503,"Froyennes","Oui","Tournai","Hainaut"
7504,"Froidmont","Oui","Tournai","Hainaut"
7506,"Willemeau","Oui","Tournai","Hainaut"
7520,"Ramegnies-Chin","Oui","Tournai","Hainaut"
7520,"Templeuve","Oui","Tournai","Hainaut"
7521,"Chercq","Oui","Tournai","Hainaut"
7522,"Blandain","Oui","Tournai","Hainaut"
7522,"Hertain","Oui","Tournai","Hainaut"
7522,"Lamain","Oui","Tournai","Hainaut"
7522,"Marquain","Oui","Tournai","Hainaut"
7530,"Gaurain-Ramecroix","Oui","Tournai","Hainaut"
7531,"Havinnes","Oui","Tournai","Hainaut"
7532,"Béclers","Oui","Tournai","Hainaut"
7533,"Thimougies","Oui","Tournai","Hainaut"
7534,"Barry","Oui","Tournai","Hainaut"
7534,"Maulde","Oui","Tournai","Hainaut"
7536,"Vaulx","Oui","Tournai","Hainaut"
7538,"Vezon","Oui","Tournai","Hainaut"
7540,"Kain","Oui","Tournai","Hainaut"
7540,"Melles","Oui","Tournai","Hainaut"
7540,"Quartes","Oui","Tournai","Hainaut"
7540,"Rumillies","Oui","Tournai","Hainaut"
7542,"Mont-Saint-Aubert","Oui","Tournai","Hainaut"
7543,"Mourcourt","Oui","Tournai","Hainaut"
7548,"Warchin","Oui","Tournai","Hainaut"
3120,"Tremelo","Non","Tremelo","Brabant Flamand"
3128,"Baal","Oui","Tremelo","Brabant Flamand"
4980,"Trois-Ponts","Non","Trois-Ponts","Liege"
4980,"Fosse","Oui","Trois-Ponts","Liege"
4980,"Wanne","Oui","Trois-Ponts","Liege"
4983,"Basse-Bodeux","Oui","Trois-Ponts","Liege"
4870,"Forêt","Oui","Trooz","Liege"
4870,"Fraipont","Oui","Trooz","Liege"
4870,"Nessonvaux","Oui","Trooz","Liege"
1480,"Tubize","Non","Tubize","Brabant Wallon"
1480,"Clabecq","Oui","Tubize","Brabant Wallon"
1480,"Oisquercq","Oui","Tubize","Brabant Wallon"
1480,"Saintes","Oui","Tubize","Brabant Wallon"
2300,"Turnhout","Non","Turnhout","Anvers"
1180,"Uccle","Non","Uccle","Bruxelles"
1049,"Union Européenne - Commission",,"Union Européenne - Commission",
1048,"Union Européenne - Conseil",,"Union Européenne - Conseil",
6640,"Vaux-sur-Sûre","Non","Vaux-Sur-Sûre","Luxembourg"
6640,"Hompré","Oui","Vaux-Sur-Sûre","Luxembourg"
6640,"Morhet","Oui","Vaux-Sur-Sûre","Luxembourg"
6640,"Nives","Oui","Vaux-Sur-Sûre","Luxembourg"
6640,"Sibret","Oui","Vaux-Sur-Sûre","Luxembourg"
6640,"Vaux-lez-Rosières","Oui","Vaux-Sur-Sûre","Luxembourg"
6642,"Juseret","Oui","Vaux-Sur-Sûre","Luxembourg"
4537,"Verlaine","Non","Verlaine","Liege"
4537,"Bodegnée","Oui","Verlaine","Liege"
4537,"Chapon-Seraing","Oui","Verlaine","Liege"
4537,"Seraing-le-Château","Oui","Verlaine","Liege"
4800,"Verviers","Non","Verviers","Liege"
4800,"Ensival","Oui","Verviers","Liege"
4800,"Lambermont","Oui","Verviers","Liege"
4800,"Petit-Rechain","Oui","Verviers","Liege"
4800,"Polleur","Oui","Verviers","Liege"
4801,"Stembert","Oui","Verviers","Liege"
4802,"Heusy","Oui","Verviers","Liege"
8630,"Veurne","Non","Veurne","Flandre Occidentale"
8630,"Avekapelle","Oui","Veurne","Flandre Occidentale"
8630,"Booitshoeke","Oui","Veurne","Flandre Occidentale"
8630,"Bulskamp","Oui","Veurne","Flandre Occidentale"
8630,"De Moeren","Oui","Veurne","Flandre Occidentale"
8630,"Eggewaartskapelle","Oui","Veurne","Flandre Occidentale"
8630,"Houtem","Oui","Veurne","Flandre Occidentale"
8630,"Steenkerke","Oui","Veurne","Flandre Occidentale"
8630,"Vinkem","Oui","Veurne","Flandre Occidentale"
8630,"Wulveringem","Oui","Veurne","Flandre Occidentale"
8630,"Zoutenaaie","Oui","Veurne","Flandre Occidentale"
6690,"Vielsalm","Non","Vielsalm","Luxembourg"
6690,"Bihain","Oui","Vielsalm","Luxembourg"
6692,"Petit-Thier","Oui","Vielsalm","Luxembourg"
6698,"Grand-Halleux","Oui","Vielsalm","Luxembourg"
1495,"Villers-la-Ville","Non","Villers-La-Ville","Brabant Wallon"
1495,"Marbais","Oui","Villers-La-Ville","Brabant Wallon"
1495,"Mellery","Oui","Villers-La-Ville","Brabant Wallon"
1495,"Sart-Dames-Avelines","Oui","Villers-La-Ville","Brabant Wallon"
1495,"Tilly","Oui","Villers-La-Ville","Brabant Wallon"
4530,"Villers-le-Bouillet","Non","Villers-Le-Bouillet","Liege"
4530,"Fize-Fontaine","Oui","Villers-Le-Bouillet","Liege"
4530,"Vaux-et-Borset","Oui","Villers-Le-Bouillet","Liege"
4530,"Vieux-Waleffe","Oui","Villers-Le-Bouillet","Liege"
4530,"Warnant-Dreye","Oui","Villers-Le-Bouillet","Liege"
1800,"Vilvoorde","Non","Vilvoorde","Brabant Flamand"
1800,"Peutie","Oui","Vilvoorde","Brabant Flamand"
5670,"Dourbes","Oui","Viroinval","Namur"
5670,"Le Mesnil","Oui","Viroinval","Namur"
5670,"Mazée","Oui","Viroinval","Namur"
5670,"Nismes","Oui","Viroinval","Namur"
5670,"Oignies-en-Thiérache","Oui","Viroinval","Namur"
5670,"Olloy-Sur-Viroin","Oui","Viroinval","Namur"
5670,"Treignes","Oui","Viroinval","Namur"
5670,"Vierves-sur-Viroin","Oui","Viroinval","Namur"
6760,"Virton","Non","Virton","Luxembourg"
6760,"Bleid","Oui","Virton","Luxembourg"
6760,"Ethe","Oui","Virton","Luxembourg"
6760,"Ruette","Oui","Virton","Luxembourg"
6761,"Latour","Oui","Virton","Luxembourg"
6762,"Saint-Mard","Oui","Virton","Luxembourg"
4600,"Visé","Non","Visé","Liege"
4600,"Lanaye","Oui","Visé","Liege"
4600,"Lixhe","Oui","Visé","Liege"
4600,"Richelle","Oui","Visé","Liege"
4601,"Argenteau","Oui","Visé","Liege"
4602,"Cheratte","Oui","Visé","Liege"
7511,"Vitrine Magique",,"Vitrine Magique",
1011,"Vlaams parlement",,"Vlaams Parlement",
8640,"Oostvleteren","Oui","Vleteren","Flandre Occidentale"
8640,"Westvleteren","Oui","Vleteren","Flandre Occidentale"
8640,"Woesten","Oui","Vleteren","Flandre Occidentale"
2290,"Vorselaar","Non","Vorselaar","Anvers"
2350,"Vosselaar","Non","Vosselaar","Anvers"
5550,"Vresse-sur-Semois","Non","Vresse-Sur-Semois","Namur"
5550,"Alle","Oui","Vresse-Sur-Semois","Namur"
5550,"Bagimont","Oui","Vresse-Sur-Semois","Namur"
5550,"Bohan","Oui","Vresse-Sur-Semois","Namur"
5550,"Chairière","Oui","Vresse-Sur-Semois","Namur"
5550,"Laforêt","Oui","Vresse-Sur-Semois","Namur"
5550,"Membre","Oui","Vresse-Sur-Semois","Namur"
5550,"Mouzaive","Oui","Vresse-Sur-Semois","Namur"
5550,"Nafraiture","Oui","Vresse-Sur-Semois","Namur"
5550,"Orchimont","Oui","Vresse-Sur-Semois","Namur"
5550,"Pussemange","Oui","Vresse-Sur-Semois","Namur"
5550,"Sugny","Oui","Vresse-Sur-Semois","Namur"
1043,"VRT",,"Vrt",
1818,"VTM",,"Vtm",
9250,"Waasmunster","Non","Waasmunster","Flandre Orientale"
9185,"Wachtebeke","Non","Wachtebeke","Flandre Orientale"
4950,"Waimes","Non","Waimes","Liege"
4950,"Faymonville","Oui","Waimes","Liege"
4950,"Robertville","Oui","Waimes","Liege"
4950,"Sourbrodt","Oui","Waimes","Liege"
5650,"Walcourt","Non","Walcourt","Namur"
5650,"Castillon","Oui","Walcourt","Namur"
5650,"Chastrès","Oui","Walcourt","Namur"
5650,"Clermont","Oui","Walcourt","Namur"
5650,"Fontenelle","Oui","Walcourt","Namur"
5650,"Fraire","Oui","Walcourt","Namur"
5650,"Pry","Oui","Walcourt","Namur"
5650,"Vogenée","Oui","Walcourt","Namur"
5650,"Yves-Gomezée","Oui","Walcourt","Namur"
5651,"Berzée","Oui","Walcourt","Namur"
5651,"Gourdinne","Oui","Walcourt","Namur"
5651,"Laneffe","Oui","Walcourt","Namur"
5651,"Rognée","Oui","Walcourt","Namur"
5651,"Somzée","Oui","Walcourt","Namur"
5651,"Tarcienne","Oui","Walcourt","Namur"
5651,"Thy-le-Château","Oui","Walcourt","Namur"
1457,"Nil-Saint-Vincent-Saint-Martin","Oui","Walhain","Brabant Wallon"
1457,"Tourinnes-Saint-Lambert","Oui","Walhain","Brabant Wallon"
1457,"Walhain-Saint-Paul","Oui","Walhain","Brabant Wallon"
4520,"Wanze","Non","Wanze","Liege"
4520,"Antheit","Oui","Wanze","Liege"
4520,"Bas-Oha","Oui","Wanze","Liege"
4520,"Huccorgne","Oui","Wanze","Liege"
4520,"Moha","Oui","Wanze","Liege"
4520,"Vinalmont","Oui","Wanze","Liege"
8790,"Waregem","Non","Waregem","Flandre Occidentale"
8791,"Beveren","Oui","Waregem","Flandre Occidentale"
8792,"Desselgem","Oui","Waregem","Flandre Occidentale"
8793,"Sint-Eloois-Vijve","Oui","Waregem","Flandre Occidentale"
4300,"Waremme","Non","Waremme","Liege"
4300,"Bettincourt","Oui","Waremme","Liege"
4300,"Bleret","Oui","Waremme","Liege"
4300,"Bovenistier","Oui","Waremme","Liege"
4300,"Grand-Axhe","Oui","Waremme","Liege"
4300,"Lantremange","Oui","Waremme","Liege"
4300,"Oleye","Oui","Waremme","Liege"
4219,"Wasseiges","Non","Wasseiges","Liege"
4219,"Acosse","Oui","Wasseiges","Liege"
4219,"Ambresin","Oui","Wasseiges","Liege"
4219,"Meeffe","Oui","Wasseiges","Liege"
1410,"Waterloo","Non","Waterloo","Brabant Wallon"
1170,"Watermael-Boitsfort","Non","Watermael-Boitsfort","Bruxelles"
1300,"Wavre","Non","Wavre","Brabant Wallon"
1300,"Limal","Oui","Wavre","Brabant Wallon"
1301,"Bierges","Oui","Wavre","Brabant Wallon"
4840,"Welkenraedt","Non","Welkenraedt","Liege"
4841,"Henri-Chapelle","Oui","Welkenraedt","Liege"
3830,"Wellen","Non","Wellen","Limbourg"
3830,"Berlingen","Oui","Wellen","Limbourg"
3831,"Herten","Oui","Wellen","Limbourg"
3832,"Ulbeek","Oui","Wellen","Limbourg"
6920,"Wellin","Non","Wellin","Luxembourg"
6920,"Sohier","Oui","Wellin","Luxembourg"
6921,"Chanly","Oui","Wellin","Luxembourg"
6922,"Halma","Oui","Wellin","Luxembourg"
6924,"Lomprez","Oui","Wellin","Luxembourg"
1780,"Wemmel","Non","Wemmel","Brabant Flamand"
8940,"Wervik","Non","Wervik","Flandre Occidentale"
8940,"Geluwe","Oui","Wervik","Flandre Occidentale"
2260,"Westerlo","Non","Westerlo","Anvers"
2260,"Oevel","Oui","Westerlo","Anvers"
2260,"Tongerlo","Oui","Westerlo","Anvers"
2260,"Zoerle-Parwijs","Oui","Westerlo","Anvers"
9230,"Wetteren","Non","Wetteren","Flandre Orientale"
9230,"Massemen","Oui","Wetteren","Flandre Orientale"
9230,"Westrem","Oui","Wetteren","Flandre Orientale"
8560,"Wevelgem","Non","Wevelgem","Flandre Occidentale"
8560,"Gullegem","Oui","Wevelgem","Flandre Occidentale"
8560,"Moorsele","Oui","Wevelgem","Flandre Occidentale"
1970,"Wezembeek-Oppem","Non","Wezembeek-Oppem","Brabant Flamand"
9260,"Wichelen","Non","Wichelen","Flandre Orientale"
9260,"Schellebelle","Oui","Wichelen","Flandre Orientale"
9260,"Serskamp","Oui","Wichelen","Flandre Orientale"
8710,"Wielsbeke","Non","Wielsbeke","Flandre Occidentale"
8710,"Ooigem","Oui","Wielsbeke","Flandre Occidentale"
8710,"Sint-Baafs-Vijve","Oui","Wielsbeke","Flandre Occidentale"
2110,"Wijnegem","Non","Wijnegem","Anvers"
2830,"Willebroek","Non","Willebroek","Anvers"
2830,"Blaasveld","Oui","Willebroek","Anvers"
2830,"Heindonk","Oui","Willebroek","Anvers"
2830,"Tisselt","Oui","Willebroek","Anvers"
8750,"Wingene","Non","Wingene","Flandre Occidentale"
8750,"Zwevezele","Oui","Wingene","Flandre Occidentale"
1200,"Woluwe-Saint-Lambert","Non","Woluwe-Saint-Lambert","Bruxelles"
1150,"Woluwe-Saint-Pierre","Non","Woluwe-Saint-Pierre","Bruxelles"
2160,"Wommelgem","Non","Wommelgem","Anvers"
9790,"Elsegem","Oui","Wortegem-Petegem","Flandre Orientale"
9790,"Moregem","Oui","Wortegem-Petegem","Flandre Orientale"
9790,"Ooike","Oui","Wortegem-Petegem","Flandre Orientale"
9790,"Petegem-aan-de-Schelde","Oui","Wortegem-Petegem","Flandre Orientale"
9790,"Wortegem","Oui","Wortegem-Petegem","Flandre Orientale"
2990,"Wuustwezel","Non","Wuustwezel","Anvers"
2990,"Loenhout","Oui","Wuustwezel","Anvers"
7513,"Yves Rocher",,"Yves Rocher",
5530,"Yvoir","Non","Yvoir","Namur"
5530,"Dorinne","Oui","Yvoir","Namur"
5530,"Durnal","Oui","Yvoir","Namur"
5530,"Evrehailles","Oui","Yvoir","Namur"
5530,"Godinne","Oui","Yvoir","Namur"
5530,"Houx","Oui","Yvoir","Namur"
5530,"Mont","Oui","Yvoir","Namur"
5530,"Purnode","Oui","Yvoir","Namur"
5530,"Spontin","Oui","Yvoir","Namur"
2240,"Zandhoven","Non","Zandhoven","Anvers"
2240,"Massenhoven","Oui","Zandhoven","Anvers"
2240,"Viersel","Oui","Zandhoven","Anvers"
2242,"Pulderbos","Oui","Zandhoven","Anvers"
2243,"Pulle","Oui","Zandhoven","Anvers"
1930,"Zaventem","Non","Zaventem","Brabant Flamand"
1930,"Nossegem","Oui","Zaventem","Brabant Flamand"
1932,"Sint-Stevens-Woluwe","Oui","Zaventem","Brabant Flamand"
1933,"Sterrebeek","Oui","Zaventem","Brabant Flamand"
8210,"Zedelgem","Non","Zedelgem","Flandre Occidentale"
8210,"Loppem","Oui","Zedelgem","Flandre Occidentale"
8210,"Veldegem","Oui","Zedelgem","Flandre Occidentale"
8211,"Aartrijke","Oui","Zedelgem","Flandre Occidentale"
9240,"Zele","Non","Zele","Flandre Orientale"
9060,"Zelzate","Non","Zelzate","Flandre Orientale"
1980,"Zemst","Non","Zemst","Brabant Flamand"
1980,"Eppegem","Oui","Zemst","Brabant Flamand"
1981,"Hofstade","Oui","Zemst","Brabant Flamand"
1982,"Elewijt","Oui","Zemst","Brabant Flamand"
1982,"Weerde","Oui","Zemst","Brabant Flamand"
2980,"Zoersel","Non","Zoersel","Anvers"
2980,"Halle","Oui","Zoersel","Anvers"
3520,"Zonhoven","Non","Zonhoven","Limbourg"
8980,"Zonnebeke","Non","Zonnebeke","Flandre Occidentale"
8980,"Beselare","Oui","Zonnebeke","Flandre Occidentale"
8980,"Geluveld","Oui","Zonnebeke","Flandre Occidentale"
8980,"Passendale","Oui","Zonnebeke","Flandre Occidentale"
8980,"Zandvoorde","Oui","Zonnebeke","Flandre Occidentale"
9620,"Zottegem","Non","Zottegem","Flandre Orientale"
9620,"Elene","Oui","Zottegem","Flandre Orientale"
9620,"Erwetegem","Oui","Zottegem","Flandre Orientale"
9620,"Godveerdegem","Oui","Zottegem","Flandre Orientale"
9620,"Grotenberge","Oui","Zottegem","Flandre Orientale"
9620,"Leeuwergem","Oui","Zottegem","Flandre Orientale"
9620,"Oombergen","Oui","Zottegem","Flandre Orientale"
9620,"Sint-Goriks-Oudenhove","Oui","Zottegem","Flandre Orientale"
9620,"Sint-Maria-Oudenhove","Oui","Zottegem","Flandre Orientale"
9620,"Strijpen","Oui","Zottegem","Flandre Orientale"
9620,"Velzeke-Ruddershove","Oui","Zottegem","Flandre Orientale"
3440,"Zoutleeuw","Non","Zoutleeuw","Brabant Flamand"
3440,"Budingen","Oui","Zoutleeuw","Brabant Flamand"
3440,"Dormaal","Oui","Zoutleeuw","Brabant Flamand"
3440,"Halle-Booienhoven","Oui","Zoutleeuw","Brabant Flamand"
3440,"Helen-Bos","Oui","Zoutleeuw","Brabant Flamand"
8377,"Zuienkerke","Non","Zuienkerke","Flandre Occidentale"
8377,"Houtave","Oui","Zuienkerke","Flandre Occidentale"
8377,"Meetkerke","Oui","Zuienkerke","Flandre Occidentale"
8377,"Nieuwmunster","Oui","Zuienkerke","Flandre Occidentale"
9870,"Zulte","Non","Zulte","Flandre Orientale"
9870,"Machelen","Oui","Zulte","Flandre Orientale"
9870,"Olsene","Oui","Zulte","Flandre Orientale"
3690,"Zutendaal","Non","Zutendaal","Limbourg"
9630,"Beerlegem","Oui","Zwalm","Flandre Orientale"
9630,"Dikkele","Oui","Zwalm","Flandre Orientale"
9630,"Hundelgem","Oui","Zwalm","Flandre Orientale"
9630,"Meilegem","Oui","Zwalm","Flandre Orientale"
9630,"Munkzwalm","Oui","Zwalm","Flandre Orientale"
9630,"Paulatem","Oui","Zwalm","Flandre Orientale"
9630,"Roborst","Oui","Zwalm","Flandre Orientale"
9630,"Rozebeke","Oui","Zwalm","Flandre Orientale"
9630,"Sint-Blasius-Boekel","Oui","Zwalm","Flandre Orientale"
9630,"Sint-Denijs-Boekel","Oui","Zwalm","Flandre Orientale"
9630,"Sint-Maria-Latem","Oui","Zwalm","Flandre Orientale"
9636,"Nederzwalm-Hermelgem","Oui","Zwalm","Flandre Orientale"
8550,"Zwevegem","Non","Zwevegem","Flandre Occidentale"
8551,"Heestert","Oui","Zwevegem","Flandre Occidentale"
8552,"Moen","Oui","Zwevegem","Flandre Occidentale"
8553,"Otegem","Oui","Zwevegem","Flandre Occidentale"
8554,"Sint-Denijs","Oui","Zwevegem","Flandre Occidentale"
2070,"Zwijndrecht","Non","Zwijndrecht","Anvers"
2070,"Burcht","Oui","Zwijndrecht","Anvers"
